title,,,,,,,,,,,,,,,,,publish_time
Clinical characteristics and outcomes of patients with severe acute respiratory infections (SARI): results from the Egyptian surveillance study 2010–2014,,,,,,,,,,,,,,,,,4/1/2019
"The Role of Microglia in Bacterial Meningitis: Inflammatory Response, Experimental Models and New Neuroprotective Therapeutic Strategies",,,,,,,,,,,,,,,,,3/25/2019
OAS1 and OAS3 negatively regulate the expression of chemokines and interferon-responsive genes in human macrophages,,,,,,,,,,,,,,,,,2/28/2019
Negative Immunomodulatory Effects of Type 2 Porcine Reproductive and Respiratory Syndrome Virus-Induced Interleukin-1 Receptor Antagonist on Porcine Innate and Adaptive Immune Functions,,,,,,,,,,,,,,,,,3/26/2019
Community Health Workers and Pandemic Preparedness: Current and Prospective Roles,,,,,,,,,,,,,,,,,3/26/2019
The politics and ethics of hospital infection prevention and control: a qualitative case study of senior clinicians’ perceptions of professional and cultural factors that influence doctors’ attitudes and practices in a large Australian hospital,,,,,,,,,,,,,,,,,4/2/2019
Revitalization of integrated disease surveillance and response in Sierra Leone post Ebola virus disease outbreak,,,,,,,,,,,,,,,,,4/2/2019
Combination of clinical symptoms and blood biomarkers can improve discrimination between bacterial or viral community-acquired pneumonia in children,,,,,,,,,,,,,,,,,4/2/2019
Acute Flaccid Myelitis: Something Old and Something New,,,,,,,,,,,,,,,,,4/2/2019
Genes involved in mitochondrial biogenesis and function may not show synchronised responses to mitochondria in shell gland of laying chickens under infectious bronchitis virus challenge,,,,,,,,,,,,,,,,,4/1/2019
"Using GPS collars to investigate the frequency and behavioural outcomes of intraspecific interactions among carnivores: A case study of male cheetahs in the Maasai Mara, Kenya",,,,,,,,,,,,,,,,,4/3/2019
High titer MVA and influenza A virus production using a hybrid fed-batch/perfusion strategy with an ATF system,,,,,,,,,,,,,,,,,2/23/2019
Infectious Disease Threats in the Twenty-First Century: Strengthening the Global Response,,,,,,,,,,,,,,,,,3/28/2019
"Recent Aspects on the Pathogenesis Mechanism, Animal Models and Novel Therapeutic Interventions for Middle East Respiratory Syndrome Coronavirus Infections",,,,,,,,,,,,,,,,,3/26/2019
Zika Virus Infection Disrupts Astrocytic Proteins Involved in Synapse Control and Axon Guidance,,,,,,,,,,,,,,,,,3/26/2019
Anti-H7N9 avian influenza A virus activity of interferon in pseudostratified human airway epithelium cell cultures,,,,,,,,,,,,,,,,,4/3/2019
A new Schiff base coordinated copper(II) compound induces apoptosis and inhibits tumor growth in gastric cancer,,,,,,,,,,,,,,,,,4/3/2019
Perspectives of Australian policy-makers on the potential benefits and risks of technologically enhanced communicable disease surveillance – a modified Delphi survey,,,,,,,,,,,,,,,,,4/4/2019
Contribution of Fcγ Receptor-Mediated Immunity to the Pathogenesis Caused by the Human Respiratory Syncytial Virus,,,,,,,,,,,,,,,,,3/29/2019
"“Epidemiology and aetiology of influenza-like illness among households in metropolitan Vientiane, Lao PDR”: A prospective, community-based cohort study",,,,,,,,,,,,,,,,,4/5/2019
Inevitable isolation and the change of stress markers in hemodialysis patients during the 2015 MERS-CoV outbreak in Korea,,,,,,,,,,,,,,,,,4/5/2019
A case report of a ruptured subclavian artery aneurysm presenting to the emergency department,,,,,,,,,,,,,,,,,3/12/2019
A host gene expression approach for identifying triggers of asthma exacerbations,,,,,,,,,,,,,,,,,4/8/2019
A novel method for the capture-based purification of whole viral native RNA genomes,,,,,,,,,,,,,,,,,4/8/2019
The role of microglia in viral encephalitis: a review,,,,,,,,,,,,,,,,,4/9/2019
Middle East respiratory syndrome coronavirus infection in non-camelid domestic mammals,,,,,,,,,,,,,,,,,1/16/2019
Towards a solution to MERS: protective human monoclonal antibodies targeting different domains and functions of the MERS-coronavirus spike glycoprotein,,,,,,,,,,,,,,,,,4/2/2019
Protection against homo and hetero-subtypic inﬂuenza A virus by optimized M2e DNA vaccine,,,,,,,,,,,,,,,,,1/16/2019
"Cell surface α2,3-linked sialic acid facilitates Zika virus internalization",,,,,,,,,,,,,,,,,3/22/2019
Simultaneous outbreaks of respiratory disease in wild chimpanzees caused by distinct viruses of human origin,,,,,,,,,,,,,,,,,1/21/2019
Prospective case-control analysis of the aetiologies of acute undifferentiated fever in Vietnam,,,,,,,,,,,,,,,,,3/4/2019
Neuraminidase activity and specificity of influenza A virus are influenced by haemagglutinin-receptor binding,,,,,,,,,,,,,,,,,2/27/2019
A viral metagenomic survey identifies known and novel mammalian viruses in bats from Saudi Arabia,,,,,,,,,,,,,,,,,4/10/2019
"Bayesian inference of transmission chains using timing of symptoms, pathogen genomes and contact data",,,,,,,,,,,,,,,,,3/29/2019
A pan-coronavirus fusion inhibitor targeting the HR1 domain of human coronavirus spike,,,,,,,,,,,,,,,,,4/10/2019
Emerging infectious diseases and biological invasions: a call for a One Health collaboration in science and management,,,,,,,,,,,,,,,,,3/13/2019
Airflow analysis of Pyeongtaek St Mary's Hospital during hospitalization of the first Middle East respiratory syndrome patient in Korea,,,,,,,,,,,,,,,,,3/13/2019
Analysis of long non-coding RNAs in neonatal piglets at different stages of porcine deltacoronavirus infection,,,,,,,,,,,,,,,,,4/11/2019
An OpenMP-based tool for finding longest common subsequence in bioinformatics,,,,,,,,,,,,,,,,,4/11/2019
Whole genome characterisation of quail deltacoronavirus detected in Poland,,,,,,,,,,,,,,,,,2/13/2019
"The Long Pentraxin PTX3 as a Link Between Innate Immunity, Tissue Remodeling, and Cancer",,,,,,,,,,,,,,,,,4/4/2019
Inhibitors of signal peptide peptidase and subtilisin/kexin-isozyme 1 inhibit Ebola virus glycoprotein-driven cell entry by interfering with activity and cellular localization of endosomal cathepsins,,,,,,,,,,,,,,,,,4/11/2019
Synthetic surfactin analogues have improved anti-PEDV properties,,,,,,,,,,,,,,,,,4/11/2019
CRISPR screening using an expanded toolkit of autophagy reporters identifies TMEM41B as a novel autophagy factor,,,,,,,,,,,,,,,,,4/1/2019
"Genome Organization of Canada Goose Coronavirus, A Novel Species Identified in a Mass Die-off of Canada Geese",,,,,,,,,,,,,,,,,4/11/2019
Visibility and transmission: complexities around promoting hand hygiene in young children – a qualitative study,,,,,,,,,,,,,,,,,4/11/2019
Molecular characterization of pathogenic 4/91-like and QX-like infectious bronchitis virus infecting commercial poultry farms in Indonesia,,,,,,,,,,,,,,,,,2/20/2019
Coinfection of diarrheagenic bacterial and viral pathogens in piglets of Northeast region of India,,,,,,,,,,,,,,,,,2/9/2019
"Genetic characterization of S1 gene of infectious bronchitis virus isolated from commercial poultry flocks in West Java, Indonesia",,,,,,,,,,,,,,,,,2/11/2019
The Gut Microbiota-Host Partnership as a Potential Driver of Kawasaki Syndrome,,,,,,,,,,,,,,,,,4/5/2019
"Coptidis Rhizoma: a comprehensive review of its traditional uses, botany, phytochemistry, pharmacology and toxicology",,,,,,,,,,,,,,,,,4/9/2019
Characterization and bioactivity of self-assembled anti-angiogenic chondroitin sulfate-ES2-AF nanoparticle conjugate,,,,,,,,,,,,,,,,,4/10/2019
"Respiratory syncytial virus, human metapneumovirus, and influenza virus infection in Bangkok, 2016-2017",,,,,,,,,,,,,,,,,4/11/2019
Zika Outbreak Emergency Preparedness and Response of Malaysian Private Healthcare Professionals: Are They Ready?,,,,,,,,,,,,,,,,,3/19/2019
Slicing and dicing viruses: antiviral RNA interference in mammals,,,,,,,,,,,,,,,,,3/15/2019
Cathepsin L promotes secretory IgA response by participating in antigen presentation pathways during Mycoplasma Hyopneumoniae infection,,,,,,,,,,,,,,,,,4/15/2019
Development of a Phage Display Panning Strategy Utilizing Crude Antigens: Isolation of MERS-CoV Nucleoprotein human antibodies,,,,,,,,,,,,,,,,,4/15/2019
Automated cell-based luminescence assay for profiling antiviral compound activity against enteroviruses,,,,,,,,,,,,,,,,,4/15/2019
"Upsurge of Enterovirus D68 and Circulation of the New Subclade D3 and Subclade B3 in Beijing, China, 2016",,,,,,,,,,,,,,,,,4/15/2019
A Novel Approach to Clustering Genome Sequences Using Inter-nucleotide Covariance,,,,,,,,,,,,,,,,,4/9/2019
Therapeutic Synergy Between Antibiotics and Pulmonary Toll-Like Receptor 5 Stimulation in Antibiotic-Sensitive or -Resistant Pneumonia,,,,,,,,,,,,,,,,,4/9/2019
Construction and Immunogenicity of Novel Chimeric Virus-Like Particles Bearing Antigens of Infectious Bronchitis Virus and Newcastle Disease Virus,,,,,,,,,,,,,,,,,3/13/2019
Innate Immune Responses to Avian Influenza Viruses in Ducks and Chickens,,,,,,,,,,,,,,,,,1/10/2019
Enhanced Autophagy Contributes to Reduced Viral Infection in Black Flying Fox Cells,,,,,,,,,,,,,,,,,3/14/2019
Characterization of the Filovirus-Resistant Cell Line SH-SY5Y Reveals Redundant Role of Cell Surface Entry Factors,,,,,,,,,,,,,,,,,3/19/2019
T-Cell Response to Viral Hemorrhagic Fevers,,,,,,,,,,,,,,,,,1/22/2019
A Single V672F Substitution in the Spike Protein of Field-Isolated PEDV Promotes Cell–Cell Fusion and Replication in VeroE6 Cells,,,,,,,,,,,,,,,,,3/20/2019
Host Determinants of MERS-CoV Transmission and Pathogenesis,,,,,,,,,,,,,,,,,3/19/2019
Neonatal Genetic Delivery of Anti-Respiratory Syncytial Virus (RSV) Antibody by Non-Human Primate-Based Adenoviral Vector to Provide Protection against RSV,,,,,,,,,,,,,,,,,12/29/2018
Bat Research Networks and Viral Surveillance: Gaps and Opportunities in Western Asia,,,,,,,,,,,,,,,,,3/10/2019
Packaging of Genomic RNA in Positive-Sense Single-Stranded RNA Viruses: A Complex Story,,,,,,,,,,,,,,,,,3/13/2019
Ebola Virus Entry: From Molecular Characterization to Drug Discovery,,,,,,,,,,,,,,,,,3/19/2019
Can Bats Serve as Reservoirs for Arboviruses?,,,,,,,,,,,,,,,,,3/3/2019
Cellular Innate Immunity against PRRSV and Swine Influenza Viruses,,,,,,,,,,,,,,,,,3/11/2019
Efficacy of an Adjuvanted Middle East Respiratory Syndrome Coronavirus Spike Protein Vaccine in Dromedary Camels and Alpacas,,,,,,,,,,,,,,,,,3/2/2019
"Function, Architecture, and Biogenesis of Reovirus Replication Neoorganelles",,,,,,,,,,,,,,,,,3/21/2019
Diversity and Evolution of Viral Pathogen Community in Cave Nectar Bats (Eonycteris spelaea),,,,,,,,,,,,,,,,,3/12/2019
Autophagy Promotes Infectious Particle Production of Mopeia and Lassa Viruses,,,,,,,,,,,,,,,,,3/23/2019
Visual detection of porcine epidemic diarrhea virus using a novel reverse transcription polymerase spiral reaction method,,,,,,,,,,,,,,,,,4/15/2019
Pentraxin 3 Detects Clinically Significant Fibrosis in Patients with Chronic Viral Hepatitis C,,,,,,,,,,,,,,,,,4/2/2019
The contribution of viruses and bacteria to community-acquired pneumonia in vaccinated children: a case–control study,,,,,,,,,,,,,,,,,10/18/2018
2018 recommendations for the management of community acquired pneumonia,,,,,,,,,,,,,,,,,2018
Longitudinal active sampling for respiratory viral infections across age groups,,,,,,,,,,,,,,,,,2/15/2019
"Influenza surveillance in Middle East, North, East and South Africa: Report of the 8th MENA Influenza Stakeholders Network",,,,,,,,,,,,,,,,,2/22/2019
IFITM3: How genetics influence influenza infection demographically,,,,,,,,,,,,,,,,,3/20/2019
Emerging viruses and current strategies for vaccine intervention,,,,,,,,,,,,,,,,,4/16/2019
Vaccines for emerging pathogens: from research to the clinic,,,,,,,,,,,,,,,,,4/16/2019
"Temporal trends in the incidence and demographics of cancers, communicable diseases, and non-communicable diseases in Saudi Arabia over the last decade",,,,,,,,,,,,,,,,,3/10/2019
"Noise and Room Acoustic Conditions in a Tertiary Referral Hospital, Seoul National University Hospital",,,,,,,,,,,,,,,,,4/10/2019
Functional Interplay between RNA Viruses and Non-Coding RNA in Mammals,,,,,,,,,,,,,,,,,1/14/2019
Expression profile analysis of 5-day-old neonatal piglets infected with porcine Deltacoronavirus,,,,,,,,,,,,,,,,,4/16/2019
Effect of stochasticity on coinfection dynamics of respiratory viruses,,,,,,,,,,,,,,,,,4/16/2019
Respiratory tract virus infections in the elderly with pneumonia,,,,,,,,,,,,,,,,,4/16/2019
Dominant LMAN2L mutation causes intellectual disability with remitting epilepsy,,,,,,,,,,,,,,,,,3/7/2019
Virus–Host Interactions Involved in Lassa Virus Entry and Genome Replication,,,,,,,,,,,,,,,,,1/29/2019
Targeted NGS Platforms for Genetic Screening and Gene Discovery in Primary Immunodeficiencies,,,,,,,,,,,,,,,,,4/11/2019
"A Systematic Review of Phytochemistry, Pharmacology and Pharmacokinetics on Astragali Radix: Implications for Astragali Radix as a Personalized Medicine",,,,,,,,,,,,,,,,,3/22/2019
An Overview of the Most Significant Zoonotic Viral Pathogens Transmitted from Animal to Human in Saudi Arabia,,,,,,,,,,,,,,,,,2/22/2019
Tuning Optical and Granulometric Properties of Gold Nanostructures Synthesized with the Aid of Different Types of Honeys for Microwave-Induced Hyperthermia,,,,,,,,,,,,,,,,,3/18/2019
"Progression of Cystic Fibrosis Lung Disease from Childhood to Adulthood: Neutrophils, Neutrophil Extracellular Trap (NET) Formation, and NET Degradation",,,,,,,,,,,,,,,,,2/26/2019
Particulate air pollution on cardiovascular mortality in the tropics: impact on the elderly,,,,,,,,,,,,,,,,,4/18/2019
The role of lateral pterygoid muscle in the traumatic temporomandibular joint ankylosis: A gene chip based analysis,,,,,,,,,,,,,,,,,3/22/2019
Psychometric assessments of Persian translations of three measures of conspiracist beliefs,,,,,,,,,,,,,,,,,4/18/2019
Performance and workflow assessment of six nucleic acid extraction technologies for use in resource limited settings,,,,,,,,,,,,,,,,,4/18/2019
Patient-Centeredness during In-Depth Consultation in the Outpatient Clinic of a Tertiary Hospital in Korea: Paradigm Shift from Disease to Patient,,,,,,,,,,,,,,,,,4/9/2019
Response Modifiers: Tweaking the Immune Response Against Influenza A Virus,,,,,,,,,,,,,,,,,4/12/2019
Potent Inhibition of Zika Virus Replication by Aurintricarboxylic Acid,,,,,,,,,,,,,,,,,4/12/2019
Bats and Viruses: Emergence of Novel Lyssaviruses and Association of Bats with Viral Zoonoses in the EU,,,,,,,,,,,,,,,,,2/7/2019
Sources of Type I Interferons in Infectious Immunity: Plasmacytoid Dendritic Cells Not Always in the Driver's Seat,,,,,,,,,,,,,,,,,4/12/2019
P38 and JNK Mitogen-Activated Protein Kinases Interact With Chikungunya Virus Non-structural Protein-2 and Regulate TNF Induction During Viral Infection in Macrophages,,,,,,,,,,,,,,,,,4/12/2019
Endemic Melioidosis in Southern China: Past and Present,,,,,,,,,,,,,,,,,2/25/2019
Differentiating Rhinitis in the Paediatric Population by Giving Focus on Medical History and Clinical Examination,,,,,,,,,,,,,,,,,2/26/2019
Potential Intermediate Hosts for Coronavirus Transmission: No Evidence of Clade 2c Coronaviruses in Domestic Livestock from Ghana,,,,,,,,,,,,,,,,,2/10/2019
How host genetics dictates successful viral zoonosis,,,,,,,,,,,,,,,,,4/19/2019
Human metapneumovirus activates NOD-like receptor protein 3 inflammasome via its small hydrophobic protein which plays a detrimental role during infection in mice,,,,,,,,,,,,,,,,,4/9/2019
Exercise in Glucose-6-Phosphate Dehydrogenase Deficiency: Harmful or Harmless? A Narrative Review,,,,,,,,,,,,,,,,,4/4/2019
"Middle East Respiratory Syndrome Coronavirus (MERS-CoV): Infection, Immunological Response, and Vaccine Development",,,,,,,,,,,,,,,,,4/7/2019
Strategies in regulating glioblastoma signaling pathways and anti-invasion therapy,,,,,,,,,,,,,,,,,4/22/2019
Dichloro-Phenyl-Benzotriazoles: A New Selective Class of Human Respiratory Syncytial Virus Entry Inhibitors,,,,,,,,,,,,,,,,,4/16/2019
"Respiratory syncytial virus-associated seizures in Korean children, 2011–2016",,,,,,,,,,,,,,,,,10/23/2018
Faster recovery and reduced paracetamol use – a meta-analysis of EPs 7630 in children with acute respiratory tract infections,,,,,,,,,,,,,,,,,4/23/2019
Consensus and variations in cell line specificity among human metapneumovirus strains,,,,,,,,,,,,,,,,,4/23/2019
Enhanced Replication of Mouse Adenovirus Type 1 following Virus-Induced Degradation of Protein Kinase R (PKR),,,,,,,,,,,,,,,,,4/23/2019
Active Immunoprophylaxis and Vaccine Augmentations Mediated by a Novel Plasmid DNA Formulation,,,,,,,,,,,,,,,,,4/1/2019
Cellular Cullin RING Ubiquitin Ligases: Druggable Host Dependency Factors of Cytomegaloviruses,,,,,,,,,,,,,,,,,4/2/2019
Glial Cell Expression of PD-L1,,,,,,,,,,,,,,,,,4/4/2019
"Anti-Herpetic, Anti-Dengue and Antineoplastic Activities of Simple and Heterocycle-Fused Derivatives of Terpenyl-1,4-Naphthoquinone and 1,4-Anthraquinone †",,,,,,,,,,,,,,,,,4/2/2019
Public Perception on Healthcare Services: Evidence from Social Media Platforms in China,,,,,,,,,,,,,,,,,4/10/2019
The Eukaryotic Translation Initiation Factor 4F Complex Restricts Rotavirus Infection via Regulating the Expression of IRF1 and IRF7,,,,,,,,,,,,,,,,,3/29/2019
Interferon-Stimulated Genes—Mediators of the Innate Immune Response during Canine Distemper Virus Infection,,,,,,,,,,,,,,,,,4/1/2019
Impacts of Road Traffic Network and Socioeconomic Factors on the Diffusion of 2009 Pandemic Influenza A (H1N1) in Mainland China,,,,,,,,,,,,,,,,,4/5/2019
Polymorphisms in CLDN1 are associated with age and differentiation of triple-negative breast cancer patients,,,,,,,,,,,,,,,,,4/23/2019
Understanding Fc Receptor Involvement in Inflammatory Diseases: From Mechanisms to New Therapeutic Tools,,,,,,,,,,,,,,,,,4/12/2019
"Disaster preparedness for earthquakes in hemodialysis units in Gyeongju and Pohang, South Korea",,,,,,,,,,,,,,,,,2/18/2019
Rebound stridor in children with croup after nebulised adrenaline: does it really exist?,,,,,,,,,,,,,,,,,3/10/2019
"Porcine Torovirus (PToV)—A Brief Review of Etiology, Diagnostic Assays and Current Epidemiology",,,,,,,,,,,,,,,,,4/18/2019
Development and evaluation of a one-step multiplex real-time TaqMan(®) RT-qPCR assay for the detection and genotyping of equine G3 and G14 rotaviruses in fecal samples,,,,,,,,,,,,,,,,,4/25/2019
"The Role of Interleukin-1 cytokine family (IL-1β, IL-37) and interleukin-12 cytokine family (IL-12, IL-35) in eumycetoma infection pathogenesis",,,,,,,,,,,,,,,,,4/4/2019
Canine infectious respiratory disease: New insights into the etiology and epidemiology of associated pathogens,,,,,,,,,,,,,,,,,4/25/2019
Memory immune responses and protection of chickens against a nephropathogenic infectious bronchitis virus strain by combining live heterologous and inactivated homologous vaccines,,,,,,,,,,,,,,,,,3/12/2019
Assessment of the cost effectiveness of compulsory testing of introduced animals and bulk tank milk testing for bovine viral diarrhea in Japan,,,,,,,,,,,,,,,,,3/1/2019
Repeated avian infectious bronchitis virus infections within a single chicken farm,,,,,,,,,,,,,,,,,3/4/2019
FOXO1-regulated lncRNA LINC01197 inhibits pancreatic adenocarcinoma cell proliferation by restraining Wnt/β-catenin signaling,,,,,,,,,,,,,,,,,4/26/2019
Molecular epidemiology of canine parvovirus type 2 in Vietnam from November 2016 to February 2018,,,,,,,,,,,,,,,,,4/27/2019
UBXN1 interacts with the S1 protein of transmissible gastroenteritis coronavirus and plays a role in viral replication,,,,,,,,,,,,,,,,,4/27/2019
Current epidemiological status of Middle East respiratory syndrome coronavirus in the world from 1.1.2017 to 17.1.2018: a cross-sectional study,,,,,,,,,,,,,,,,,4/27/2019
Long-read viral metagenomics captures abundant and microdiverse viral populations and their niche-defining genomic islands,,,,,,,,,,,,,,,,,4/25/2019
"Infectious bronchitis virus from chickens in Al-Hasa, Saudi Arabia 2015-2016",,,,,,,,,,,,,,,,,3/19/2019
Nested–polymerase chain reaction detection of Pneumocystis carinii f. sp. canis in a suspected immunocompromised Cavalier King Charles spaniel with multiple infections,,,,,,,,,,,,,,,,,4/26/2019
Efficacy of traditional Chinese medication Tangminling pill in Chinese patients with type 2 diabetes,,,,,,,,,,,,,,,,,4/30/2019
Biochemical characterization of recombinant Avihepatovirus 3C protease and its localization,,,,,,,,,,,,,,,,,4/29/2019
Overcrowding in a neonatal intermediate care unit: impact on the incidence of multidrug-resistant gram-negative organisms,,,,,,,,,,,,,,,,,4/29/2019
"Factors associated with chronic obstructive pulmonary disease exacerbation, based on big data analysis",,,,,,,,,,,,,,,,,4/30/2019
Comparative analysis of serologic cross-reactivity using convalescent sera from filovirus-experimentally infected fruit bats,,,,,,,,,,,,,,,,,4/30/2019
Stage of Gestation at Porcine Epidemic Diarrhea Virus Infection of Pregnant Swine Impacts Maternal Immunity and Lactogenic Immune Protection of Neonatal Suckling Piglets,,,,,,,,,,,,,,,,,4/24/2019
Masters of manipulation: Viral modulation of the immunological synapse,,,,,,,,,,,,,,,,,9/21/2018
Demographic and seasonal characteristics of respiratory pathogens in neonates and infants aged 0 to 12 months in the Central‐East region of Tunisia,,,,,,,,,,,,,,,,,11/21/2018
Breastfeeding and Respiratory Infections in the First 6 Months of Life: A Case Control Study,,,,,,,,,,,,,,,,,4/24/2019
Detection of dicistroviruses RNA in blood of febrile Tanzanian children,,,,,,,,,,,,,,,,,4/19/2019
Evaluation of prognosis related to compliance with supportive periodontal treatment in patients with chronic periodontitis: a clinical retrospective study,,,,,,,,,,,,,,,,,4/17/2019
"Computational prediction and in vitro validation of VEGFR1 as a novel protein target for 2,3,7,8-tetrachlorodibenzo-p-dioxin",,,,,,,,,,,,,,,,,5/2/2019
Guinea Fowl Coronavirus Diversity Has Phenotypic Consequences for Glycan and Tissue Binding,,,,,,,,,,,,,,,,,5/1/2019
A Rare Case of Autoimmune Polyglandular Syndrome Type 2 in a Child With Persistent Fatigue,,,,,,,,,,,,,,,,,5/1/2019
"Analysis of the spike, ORF3, and nucleocapsid genes of porcine epidemic diarrhea virus circulating on Thai swine farms, 2011–2016",,,,,,,,,,,,,,,,,4/30/2019
"Human, Nonhuman Primate, and Bat Cells Are Broadly Susceptible to Tibrovirus Particle Cell Entry",,,,,,,,,,,,,,,,,4/26/2019
PD-1 Dynamically Regulates Inflammation and Development of Brain-Resident Memory CD8 T Cells During Persistent Viral Encephalitis,,,,,,,,,,,,,,,,,4/17/2019
Zika virus: mapping and reprogramming the entry,,,,,,,,,,,,,,,,,5/3/2019
"Occurrence of infectious bronchitis in layer birds in Plateau state, north central Nigeria",,,,,,,,,,,,,,,,,3/16/2019
Ciliocytophthoria of nasal epithelial cells after viral infection: a sign of suffering cell,,,,,,,,,,,,,,,,,2019
Human metapneumovirus in Pediatric Patients with Acute Respiratory Tract Infections in the Aseer Region of Saudi Arabia,,,,,,,,,,,,,,,,,4/12/2019
A specific sequence in the genome of respiratory syncytial virus regulates the generation of copy-back defective viral genomes,,,,,,,,,,,,,,,,,4/17/2019
Determinants of QTL Mapping Power in the Realized Collaborative Cross,,,,,,,,,,,,,,,,,5/1/2019
Whole Genome Sequencing and Progress Toward Full Inbreeding of the Mouse Collaborative Cross Population,,,,,,,,,,,,,,,,,3/11/2019
A Diallel of the Mouse Collaborative Cross Founders Reveals Strong Strain-Specific Maternal Effects on Litter Size,,,,,,,,,,,,,,,,,3/15/2019
Middle East Respiratory Syndrome Coronavirus (MERS-CoV) in Oman: Current Situation and Going Forward,,,,,,,,,,,,,,,,,5/10/2019
‘Tiny Iceland’ preparing for Ebola in a globalized world,,,,,,,,,,,,,,,,,5/7/2019
Go go gadget glycoprotein!: HSV-1 draws on its sizeable glycoprotein tool kit to customize its diverse entry routes,,,,,,,,,,,,,,,,,5/9/2019
Factors Influencing the Diagnosis and Treatment of Latent Tuberculosis among Contacts in Congregated Settings in Korea,,,,,,,,,,,,,,,,,5/7/2019
Advancing Planetary Health in Australia: focus on emerging infections and antimicrobial resistance,,,,,,,,,,,,,,,,,4/22/2019
Epidemic curves made easy using the R package incidence,,,,,,,,,,,,,,,,,1/31/2019
Three asymptomatic animal infection models of hemorrhagic fever with renal syndrome caused by hantaviruses,,,,,,,,,,,,,,,,,5/10/2019
"Molecular characterization of two novel reoviruses isolated from Muscovy ducklings in Guangdong, China",,,,,,,,,,,,,,,,,5/10/2019
Simultaneous detection and differentiation of canine parvovirus and feline parvovirus by high resolution melting analysis,,,,,,,,,,,,,,,,,5/10/2019
The association between blood eosinophil percent and bacterial infection in acute exacerbation of chronic obstructive pulmonary disease,,,,,,,,,,,,,,,,,5/6/2019
Viral Regulation of RNA Granules in Infected Cells,,,,,,,,,,,,,,,,,4/29/2019
Impact of Host Genetics and Biological Response Modifiers on Respiratory Tract Infections,,,,,,,,,,,,,,,,,5/7/2019
Microglial cell loss after ischemic stroke favors brain neutrophil accumulation,,,,,,,,,,,,,,,,,12/22/2018
Bovine Herpesvirus 1 Counteracts Immune Responses and Immune-Surveillance to Enhance Pathogenesis and Virus Transmission,,,,,,,,,,,,,,,,,5/7/2019
B Cells and Antibodies in Kawasaki Disease,,,,,,,,,,,,,,,,,4/13/2019
Two Sides of the Coin: Ezrin/Radixin/Moesin and Merlin Control Membrane Structure and Contact Inhibition,,,,,,,,,,,,,,,,,4/23/2019
"Developments in Transduction, Connectivity and AI/Machine Learning for Point-of-Care Testing",,,,,,,,,,,,,,,,,4/23/2019
Influenza A virus surface proteins are organized to help penetrate host mucus,,,,,,,,,,,,,,,,,5/14/2019
Comparative Analysis of Eleven Healthcare-Associated Outbreaks of Middle East Respiratory Syndrome Coronavirus (Mers-Cov) from 2015 to 2017,,,,,,,,,,,,,,,,,5/14/2019
Different Associations between DC-SIGN Promoter-336G/A (rs4804803) Polymorphism with Severe Dengue in Asians and South-Central Americans: a Meta-Analysis,,,,,,,,,,,,,,,,,4/25/2019
Factors Influencing the Response to Infectious Diseases: Focusing on the Case of SARS and MERS in South Korea,,,,,,,,,,,,,,,,,4/22/2019
Bioaerosols Play a Major Role in the Nasopharyngeal Microbiota Content in Agricultural Environment,,,,,,,,,,,,,,,,,4/16/2019
Extension of the known distribution of a novel clade C betacoronavirus in a wildlife host,,,,,,,,,,,,,,,,,4/3/2019
"School sessions are correlated with seasonal outbreaks of medically attended respiratory infections: electronic health record time series analysis, Wisconsin 2004–2011",,,,,,,,,,,,,,,,,3/8/2019
Spatiotemporal distribution of a non-haematophagous bat community and rabies virus circulation: a proposal for urban rabies surveillance in Brazil,,,,,,,,,,,,,,,,,3/8/2019
"Temporal dynamics of Middle East respiratory syndrome coronavirus in the Arabian Peninsula, 2012–2017",,,,,,,,,,,,,,,,,10/8/2018
Association between rs12252 and influenza susceptibility and severity: an updated meta-analysis,,,,,,,,,,,,,,,,,11/13/2018
Prevalence of comorbidities in cases of Middle East respiratory syndrome coronavirus: a retrospective study,,,,,,,,,,,,,,,,,11/5/2018
"Time-series modelling and forecasting of hand, foot and mouth disease cases in China from 2008 to 2018",,,,,,,,,,,,,,,,,1/31/2019
Global status of Middle East respiratory syndrome coronavirus in dromedary camels: a systematic review,,,,,,,,,,,,,,,,,2/21/2019
Delivery of SA35 and SA40 peptides in mice enhances humoral and cellular immune responses and confers protection against Cryptosporidium parvum infection,,,,,,,,,,,,,,,,,5/15/2019
Bending the epidemic curve: advancements and opportunities to reduce the threat of emerging pathogens,,,,,,,,,,,,,,,,,4/3/2019
"Seroprevalence of hepatitis E virus in dromedary camels, Bedouins, Muslim Arabs and Jews in Israel, 2009–2017",,,,,,,,,,,,,,,,,2/22/2019
Factors Associated With Time to Elimination of Porcine Epidemic Diarrhea Virus in Individual Ontario Swine Herds Based on Surveillance Data,,,,,,,,,,,,,,,,,5/8/2019
Mechanism of Inhibition of Ebola Virus RNA-Dependent RNA Polymerase by Remdesivir,,,,,,,,,,,,,,,,,4/4/2019
The N-Terminal Domain of Spike Protein Is Not the Enteric Tropism Determinant for Transmissible Gastroenteritis Virus in Piglets,,,,,,,,,,,,,,,,,3/30/2019
Lack of Middle East Respiratory Syndrome Coronavirus Transmission in Rabbits,,,,,,,,,,,,,,,,,4/24/2019
Screening of an FDA-Approved Drug Library with a Two-Tier System Identifies an Entry Inhibitor of Severe Fever with Thrombocytopenia Syndrome Virus,,,,,,,,,,,,,,,,,4/25/2019
